iter	Logloss
458	0.1376569101
459	0.1375010014
460	0.1373832141
461	0.1371603949
462	0.1369314279
463	0.1368569476
464	0.1365757159
465	0.1363476515
466	0.136056602
467	0.1357700484
468	0.1355896677
469	0.1355016402
470	0.1353599685
471	0.1352494444
472	0.1349315728
473	0.1349067773
474	0.1346849714
475	0.1345404557
476	0.134341291
477	0.1342024803
478	0.134066718
479	0.1338704995
480	0.1337392926
481	0.1336621983
482	0.1333072441
483	0.1331588711
484	0.1330375501
485	0.1329339998
486	0.1327852351
487	0.1327265246
488	0.1326321023
489	0.1325048208
490	0.1323556645
491	0.1320750969
492	0.1318663444
493	0.1318306923
494	0.1316080689
495	0.1313853434
496	0.1312508583
497	0.1310891594
498	0.1309676596
499	0.1306992599
500	0.1305281946
501	0.1304079805
502	0.1301053848
503	0.1300280094
504	0.1299989734
505	0.1296849421
506	0.1296247755
507	0.1293259348
508	0.1290730579
