iter	Logloss
389	0.1472386427
390	0.14707931
391	0.1469667207
392	0.1468000943
393	0.1465488121
394	0.1464462886
395	0.1463560872
396	0.1462319709
397	0.1460711356
398	0.1459841252
399	0.1457780832
400	0.1456696251
401	0.1455566624
402	0.1453478415
403	0.1450992352
404	0.1450090068
405	0.1449502516
406	0.144698365
407	0.1444557743
408	0.1443064603
409	0.1441509668
410	0.1440260474
411	0.1439471733
412	0.1438022291
413	0.1436917731
414	0.1436433872
415	0.1435793848
416	0.1434657306
417	0.1433265338
418	0.143235958
419	0.1431267964
420	0.1429697718
421	0.1427835156
422	0.1426561329
423	0.1424366042
424	0.142202921
425	0.1421444515
426	0.1420594927
427	0.1419301213
428	0.1417076446
429	0.1415796608
430	0.141417344
431	0.1412261263
432	0.141197165
433	0.1410467658
434	0.1408782835
435	0.1407652708
436	0.1406394779
437	0.1406102549
438	0.140327607
439	0.1402755609
440	0.1401865605
441	0.1400903678
442	0.1400168778
443	0.1398326254
444	0.1397131543
445	0.1395570326
446	0.139505325
447	0.1394509931
448	0.1393783129
449	0.1392415129
450	0.1392020034
451	0.1389893
452	0.1388472939
453	0.1387890901
454	0.1387430056
455	0.1386497184
456	0.1386309415
457	0.1383988674
458	0.138304547
459	0.1381799613
460	0.1381156685
461	0.1379536748
462	0.137717577
463	0.1375741479
464	0.1373952531
465	0.1372245302
466	0.137086599
467	0.1369087499
468	0.136855493
469	0.1368196907
470	0.1365555441
471	0.1364247407
472	0.1362526429
473	0.1361583813
474	0.1360662809
475	0.1359542667
476	0.13577735
477	0.1355293242
478	0.1354414746
479	0.1353315543
480	0.1352931642
481	0.1351328971
482	0.1351017203
483	0.134992736
484	0.1348954391
485	0.1346700511
486	0.1345805286
487	0.1345407659
488	0.1344760294
489	0.1343723884
490	0.1342759207
491	0.1341974553
492	0.1340844086
493	0.1340672265
494	0.1339721032
495	0.1339224265
496	0.133801771
497	0.1336873201
498	0.1336128164
499	0.13353733
500	0.1334205196
501	0.1333744043
502	0.1332398307
503	0.1330401179
504	0.132855833
505	0.1327291994
506	0.1326414924
507	0.1326079602
508	0.1325293888
509	0.1324082196
510	0.1323700174
511	0.1323256648
512	0.1323064594
513	0.1322577174
514	0.1320738538
515	0.1320281457
516	0.1319595903
517	0.1317975259
518	0.1317184288
519	0.1316299169
520	0.1314483005
521	0.1311831815
522	0.1311095838
523	0.1310544935
524	0.1308678104
525	0.1307465631
526	0.1305271147
527	0.1303914464
528	0.13027775
529	0.1300809589
530	0.1299491913
531	0.129781739
532	0.1296345195
533	0.1294165713
534	0.1293045588
535	0.1292123137
536	0.1291517434
537	0.1291151785
538	0.1290042716
539	0.1288785814
540	0.1288636957
541	0.1287698927
542	0.1285473954
543	0.1283308935
544	0.1282524037
545	0.1281361794
546	0.1280660588
547	0.1279540357
548	0.1279251165
549	0.127775274
550	0.1276551806
551	0.1276139286
552	0.1275345635
553	0.1275020478
554	0.1272811836
555	0.1271345491
556	0.1269286372
557	0.1268993116
558	0.1267765659
559	0.126731201
560	0.126578886
561	0.1264115321
562	0.1263451762
563	0.1262829471
564	0.126120886
565	0.1260299089
566	0.1259872498
567	0.1258892568
568	0.1258112127
569	0.1256430045
570	0.1255196925
571	0.1254205468
572	0.1252711549
573	0.125177476
574	0.1251458599
575	0.1249957406
576	0.1248702151
577	0.1247135156
578	0.1245997148
579	0.1245469633
580	0.1243923192
581	0.1241766736
582	0.1241436937
583	0.124078875
584	0.1240030096
585	0.1239050075
586	0.1237753467
587	0.1236456897
588	0.1235528069
589	0.1234839547
590	0.1234056389
591	0.1233904033
592	0.1232800287
593	0.1230988218
594	0.1230541981
595	0.1229473108
596	0.1227884122
597	0.122691967
598	0.1225177369
599	0.1223598915
600	0.1222677953
601	0.122248592
602	0.1222025595
603	0.1221489917
604	0.1220833943
605	0.121995335
606	0.1219141717
607	0.1217625967
608	0.1216968028
609	0.1215462121
610	0.121432916
611	0.1213727946
612	0.1212637657
613	0.1211979145
614	0.1210397462
615	0.1209760013
616	0.120836478
617	0.1207742565
618	0.1206804027
619	0.1205743487
620	0.1205272368
621	0.1204732676
622	0.1204358079
623	0.1203446832
624	0.1202118652
625	0.1201926073
626	0.1200492904
627	0.1199584949
628	0.1198760407
629	0.11981298
630	0.1196841399
631	0.1196329071
632	0.1195569229
633	0.1193876685
634	0.1193437101
635	0.1193164233
636	0.119182685
637	0.119137991
638	0.1190928125
639	0.1190201744
640	0.1189868911
641	0.1189203893
642	0.1187788888
643	0.1186608847
644	0.1185019677
645	0.118407667
646	0.1183378715
647	0.118285398
648	0.1182041764
649	0.1179845595
650	0.1178774454
651	0.1178234489
652	0.1176900236
653	0.1175713726
654	0.1175292294
655	0.1174886188
656	0.117393509
657	0.1172908209
658	0.1172145504
659	0.1170946026
660	0.1169802652
661	0.1168435548
662	0.116773942
663	0.116717839
664	0.1166120252
665	0.1165530258
666	0.1164983097
667	0.1163469929
668	0.1161658367
669	0.1160778596
670	0.1160311741
671	0.1159284915
672	0.1158518013
673	0.1158087399
674	0.1157278076
675	0.1156319895
676	0.1155188465
677	0.1155127916
678	0.1153441898
679	0.115319406
680	0.1152642926
681	0.1152128459
682	0.1151127447
683	0.1150365772
684	0.1148857097
685	0.11477651
686	0.1147012832
687	0.1146134434
688	0.1144543518
689	0.1143955898
690	0.1143198122
691	0.1142770397
692	0.1141812969
693	0.1140914715
694	0.1139530643
695	0.1138665028
696	0.1137391456
697	0.1137006077
698	0.1136175128
699	0.1135609442
700	0.1135188866
701	0.1132825813
702	0.1132366616
703	0.1130602666
704	0.1129700536
705	0.1128101027
706	0.1127965911
707	0.1126703688
708	0.1125909752
709	0.1124841256
710	0.1124394816
711	0.112359989
712	0.1121855928
713	0.1120230028
714	0.1119891864
715	0.1119209452
716	0.1117538522
717	0.1117157158
718	0.1116712956
719	0.1115583016
720	0.1114855947
721	0.1114513695
722	0.1113576511
723	0.1113249631
724	0.1112810417
725	0.1111945063
726	0.1110761521
727	0.1110418213
728	0.1109882136
729	0.1108611539
730	0.1107553068
731	0.1106077249
732	0.1105365083
733	0.110426408
734	0.1103054815
735	0.1101830398
736	0.1100923742
737	0.1100578372
738	0.1099860961
739	0.1099076256
740	0.1098336124
741	0.1097060383
742	0.1096297213
743	0.1095136295
744	0.1094410373
745	0.1093735551
746	0.10921495
747	0.1091286522
748	0.1090415353
749	0.1088648388
750	0.1088413532
751	0.1087092626
752	0.1086299435
753	0.1085152326
754	0.1084352168
755	0.1083990081
756	0.1082833779
757	0.1082593989
758	0.1082325702
759	0.1081125688
760	0.1080578651
761	0.1080280835
762	0.1079940099
763	0.1078865875
764	0.1078057232
765	0.1077329896
766	0.1076705202
767	0.1075990577
768	0.1074981605
769	0.1074537787
770	0.1073127066
771	0.1071981189
772	0.1070727204
773	0.1069653902
774	0.1069295249
775	0.1067675498
776	0.1066647683
777	0.1066277469
778	0.1065500471
779	0.106360161
780	0.1062906754
781	0.1062123512
782	0.1061579264
783	0.1060026445
784	0.1059882485
785	0.105974869
786	0.1059540608
787	0.1059170345
788	0.1058673916
789	0.1056834635
790	0.1055398605
791	0.1054573707
792	0.1054093774
793	0.1052364102
794	0.1052198086
795	0.1051162991
796	0.1049774615
797	0.1048606772
798	0.1048102585
799	0.1047765666
800	0.1046939613
801	0.1046376004
802	0.1046163543
803	0.1046075974
804	0.1044779917
805	0.1044196342
806	0.1043406504
807	0.1042389115
808	0.1040939436
809	0.1039936029
810	0.1039332654
811	0.1039085695
812	0.1038425414
813	0.1037515652
814	0.1036451551
815	0.1036056575
816	0.1034665485
817	0.1034089143
818	0.1033036527
819	0.1032190901
820	0.1031183323
821	0.1031119333
822	0.1030011719
823	0.1029337856
824	0.1028406713
825	0.1027960686
826	0.1027789305
827	0.1027437304
828	0.1026947836
829	0.1025725021
830	0.1024617263
831	0.1023003848
832	0.1022249745
833	0.1020756854
834	0.1020524547
835	0.1020279828
836	0.1019554134
837	0.1019315067
838	0.1017557582
839	0.101583652
840	0.1015559959
841	0.1015072098
842	0.1014938573
843	0.1014189964
844	0.1013014497
845	0.1012613239
846	0.1011167588
847	0.1009955153
848	0.1009714906
849	0.1009254956
850	0.1008336029
851	0.1007432646
852	0.1006504565
853	0.1005282326
854	0.1004169244
855	0.1003582365
856	0.1003179791
857	0.1002810051
858	0.1001465432
859	0.1000627711
860	0.100046128
861	0.09992041465
862	0.09982192612
863	0.09973359211
864	0.09969058605
865	0.09965350258
866	0.09954059673
867	0.09946294043
868	0.09932571049
869	0.09917286306
870	0.09898981963
871	0.09896442586
872	0.09889810795
873	0.0988689954
874	0.0987916038
875	0.09870298639
876	0.09869667254
877	0.09853128991
878	0.09844687731
879	0.09831600689
880	0.09812096044
881	0.0980824735
882	0.09799117433
883	0.09788124415
884	0.0978263337
885	0.09778525037
886	0.09773757513
887	0.09772074401
888	0.09769593747
889	0.09768512108
890	0.09756440453
891	0.09753897024
892	0.097409224
893	0.09733101127
894	0.0972363772
895	0.09721597281
896	0.09719418291
897	0.09717529873
898	0.09704933712
899	0.09699615968
900	0.09693044573
901	0.09685127453
902	0.096729332
903	0.09657226655
904	0.09651727747
905	0.09646047622
906	0.09644091072
907	0.0963858277
908	0.09629500207
909	0.09616960973
910	0.0960886527
911	0.09599686065
912	0.0959094142
913	0.09569129395
914	0.09559481848
915	0.09554014672
916	0.09542487959
917	0.09533406692
918	0.09527143358
919	0.09521743103
920	0.0951046646
921	0.0950693815
922	0.09502840843
923	0.09497423685
924	0.09489999169
925	0.09478868717
926	0.09469221309
927	0.09466721715
928	0.0946261893
929	0.09452525692
930	0.09444024059
931	0.0943440681
932	0.09422555285
933	0.09421634949
934	0.09407020901
935	0.09399545377
936	0.0939342924
937	0.09388992144
938	0.09384227914
939	0.09381515667
940	0.0937714879
941	0.09368810178
942	0.09367059624
943	0.09359830178
944	0.0934803467
945	0.09341678533
946	0.09337401643
947	0.09332190748
948	0.09324359005
949	0.09315513017
950	0.09307823711
951	0.09304328499
952	0.09301369209
953	0.0930012712
954	0.09294665998
955	0.09285635902
956	0.09276334499
957	0.09271829707
958	0.09251313258
959	0.09246389008
960	0.09231430848
961	0.09224783884
962	0.09219309444
963	0.092141864
964	0.09196097208
965	0.0918330823
966	0.09175625206
967	0.09165084001
968	0.09161259396
969	0.09152690228
970	0.09148384576
971	0.09132558108
972	0.09129425202
973	0.09126193737
974	0.09114560131
975	0.09103809145
976	0.09090980154
977	0.09076198165
978	0.09064877938
979	0.09058316493
980	0.09050415403
981	0.09045523311
982	0.09043579579
983	0.09035867683
984	0.09020582343
985	0.09011477639
986	0.09003901295
987	0.08991590645
988	0.0898150423
989	0.08975559948
990	0.08973908094
991	0.08962978135
992	0.08957872191
993	0.08938192142
994	0.08921723783
995	0.08920176112
996	0.08912353335
997	0.08909518257
998	0.08899906777
999	0.08891913782
