iter	Logloss
0	0.6829719196
1	0.6728600387
2	0.6651292618
3	0.6562321089
4	0.6461340882
5	0.6386179314
6	0.6287941326
7	0.6198264819
8	0.6116081734
9	0.6034886727
10	0.5951674241
11	0.5869871526
12	0.5788472111
13	0.5719227148
14	0.5641031438
15	0.5596534713
16	0.5504714948
17	0.5418996226
18	0.5347245936
19	0.527523467
20	0.519391604
21	0.5135283608
22	0.508282586
23	0.501248355
24	0.4943277294
25	0.4884246795
26	0.4820644815
27	0.4772919665
28	0.4713000905
29	0.4663029504
30	0.461671149
31	0.4556861516
32	0.4523847247
33	0.4483452378
34	0.4443091321
35	0.4383002541
36	0.4355875396
37	0.432760448
38	0.4271181582
39	0.4222697546
40	0.4181949384
41	0.4145566959
42	0.4113459549
43	0.406901858
44	0.4046082592
45	0.401605305
46	0.3970671757
47	0.3931950226
48	0.3890084091
49	0.3853508662
50	0.3810626864
51	0.3766465519
52	0.3733488199
53	0.3707267767
54	0.3665926437
55	0.3642474162
56	0.3615277024
57	0.3582254677
58	0.3566389426
59	0.3535045038
60	0.3513107584
61	0.3481339634
62	0.3462188748
63	0.3431287309
64	0.340113915
65	0.3384490615
66	0.3353138649
67	0.3329081624
68	0.3305840212
69	0.3283479562
70	0.3258501892
71	0.3238097256
72	0.322013352
73	0.3196181519
74	0.3183623428
75	0.3158326657
76	0.3146187661
77	0.3134974684
78	0.3118614259
79	0.309484226
80	0.3077206595
81	0.3054700425
82	0.3045474826
83	0.3021987102
84	0.3004279935
85	0.298671331
86	0.2970509951
87	0.2956274131
88	0.2936901886
89	0.2925204985
90	0.2911994417
91	0.2898625715
92	0.2877955401
93	0.2861199521
94	0.2842428422
95	0.2823298365
96	0.2810719331
97	0.2791622234
98	0.2778924799
99	0.2763327177
100	0.2753910818
101	0.2745849671
102	0.2732711296
103	0.2713421268
104	0.2693592976
105	0.2680757361
106	0.2665419234
107	0.264796359
108	0.2636312948
109	0.2620270926
110	0.260882747
111	0.2600780221
112	0.2587158648
113	0.2574245658
114	0.2559708793
115	0.255681713
116	0.2550010197
117	0.254517747
118	0.2530820622
119	0.2517518618
120	0.2505389971
121	0.2495042018
122	0.2487622764
123	0.247620274
124	0.2467097971
125	0.2460719821
126	0.2449616528
127	0.2436864711
128	0.2425860211
129	0.2414663763
130	0.2406479041
131	0.239245062
132	0.2380095031
133	0.2373499485
134	0.2365073965
135	0.2352550679
136	0.2346056469
137	0.2335742616
138	0.2326816622
139	0.2316876235
140	0.2308526156
141	0.2302745088
142	0.2292878018
143	0.2289241017
144	0.22814054
145	0.2270580243
146	0.2263891091
147	0.2259514727
148	0.2255129409
149	0.224751173
150	0.2244673093
151	0.2240299693
152	0.2231628498
153	0.2224603811
154	0.2219788954
155	0.2212571715
156	0.2206625012
157	0.2198256759
158	0.2190948348
159	0.2184671769
160	0.2176462009
161	0.2171440354
162	0.2169630861
163	0.2165057807
164	0.216091548
165	0.2151347944
166	0.2146238749
167	0.2137480347
168	0.2133784594
169	0.2128937435
170	0.2122028047
171	0.211776604
172	0.2115024475
173	0.2107664538
174	0.210199354
175	0.209305766
176	0.209035212
177	0.2083863255
178	0.2078630683
179	0.2069664171
180	0.2062184356
181	0.2057182484
182	0.2053206801
183	0.2048103312
184	0.2045275331
185	0.203907246
186	0.2035593146
187	0.203073371
188	0.2022584065
189	0.2016928206
190	0.2015294015
191	0.2010117508
192	0.2003755151
193	0.1997777185
194	0.1994125781
195	0.1988862401
196	0.1983251585
197	0.1980010212
198	0.1973434732
199	0.1971175211
200	0.1968135284
201	0.1962727124
202	0.1960337068
203	0.1956810779
204	0.1953867138
205	0.1947766326
206	0.1945205579
207	0.1938947465
208	0.1935694452
209	0.193142945
210	0.1928844715
211	0.1925269565
212	0.1919023688
213	0.1916842709
214	0.1913770093
215	0.1909222511
216	0.1906860711
217	0.1903620696
218	0.1897296413
219	0.1893045081
220	0.1889584338
221	0.1886925672
222	0.1882320496
223	0.1878189367
224	0.1873585891
225	0.1869157315
226	0.1868219968
227	0.1864395493
228	0.1859543056
229	0.1853931127
230	0.185063431
231	0.1844909883
232	0.1841708847
233	0.183653577
234	0.1834207879
235	0.1829731075
236	0.1825925842
237	0.1822408123
238	0.1818195991
239	0.1815133088
240	0.1809141463
241	0.1806482413
242	0.1801915901
243	0.1800287112
244	0.1796373478
245	0.1792422846
246	0.1787689836
247	0.1781846756
248	0.1780346156
249	0.17779056
250	0.1775463088
251	0.1774362049
252	0.1770974705
253	0.176599935
254	0.176302143
255	0.176101873
256	0.1758350448
257	0.1754507043
258	0.1751640346
259	0.1747369856
260	0.1744156722
261	0.1740817089
262	0.1738205238
263	0.1734584001
264	0.1732278829
265	0.1729243203
266	0.1727258926
267	0.1725560931
268	0.1722565839
269	0.1717805694
270	0.1713194586
271	0.1710915606
272	0.1707455224
273	0.1703669144
274	0.1701308658
275	0.170008744
276	0.169820705
277	0.1695201782
278	0.1693130702
279	0.1689690007
280	0.1688736389
281	0.1684961935
282	0.1682201363
283	0.1681678165
284	0.1677423734
285	0.1674582151
286	0.167099439
287	0.1666983744
288	0.166427182
289	0.1662709113
290	0.1660450797
291	0.1657918213
292	0.1655832844
293	0.1654166164
294	0.165327609
295	0.1650382752
296	0.1648382173
297	0.1646094621
298	0.1642813297
299	0.1640481946
300	0.1637529698
301	0.1636575567
302	0.1633479373
303	0.1631095322
304	0.162909917
305	0.1626678082
306	0.1624100025
307	0.1621530915
308	0.1620008384
309	0.1617476672
310	0.1615806965
311	0.1613166153
312	0.1611251342
313	0.1610055428
314	0.1607377611
315	0.1604517683
316	0.1602705676
317	0.1601367175
318	0.1598468242
319	0.1597632719
320	0.1596738423
321	0.1595411212
322	0.1594467669
323	0.1593683222
324	0.159148113
325	0.1589860816
326	0.1587469513
327	0.1585419266
328	0.1582791103
329	0.1580472607
330	0.1577596096
331	0.1574540099
332	0.1572604717
333	0.1571043498
334	0.1569850419
335	0.1568151361
336	0.1565881946
337	0.1564917447
338	0.1563663623
339	0.1561877151
340	0.156038689
341	0.1558375449
342	0.1557347166
343	0.1556428174
344	0.1552615596
345	0.1550565553
346	0.1547950168
347	0.1545969581
348	0.1543664046
349	0.1540865399
350	0.1538480013
351	0.153622056
352	0.1534074593
353	0.1533230026
354	0.1532759805
355	0.1531026106
356	0.1530238514
357	0.1528774749
358	0.1526722494
359	0.152382287
360	0.1522726405
361	0.1521394155
362	0.1518142294
363	0.1516764407
364	0.1514621518
365	0.1512395761
366	0.1508746121
367	0.1506302048
368	0.1505368327
369	0.1503248465
370	0.1500466206
371	0.1498522568
372	0.1497838324
373	0.1496723856
374	0.1495801088
375	0.1493641939
376	0.1493107126
377	0.1491560224
378	0.1490402138
379	0.1489445692
380	0.1487467986
381	0.1486244445
382	0.1483387282
383	0.1481349831
384	0.1479707026
385	0.1478908664
386	0.1477523684
387	0.1475848372
388	0.1473763632
