,0,1,2,3,4,5
0,0.6315046316,0.02253710608,0.1484375,0.0,0.0,1.0
1,0.5384186655,0.03708967617,0.109375,0.0,0.0,1.0
2,0.4955861711,0.01783049119,0.109375,0.0,0.0,1.0
3,0.5043537157,0.06356260584,0.109375,0.0,0.0,1.0
4,0.4853635977,0.01849807235,0.109375,0.0,0.0,1.0
5,0.4945346763,0.01177151528,0.109375,0.0,0.0,1.0
6,0.5134191997,0.03960701674,0.109375,0.0,0.0,1.0
7,0.5496124234,0.02020307998,0.109375,0.0,0.0,1.0
8,0.5958739153,0.0534010876,0.1484375,0.0,0.0,1.0
9,0.6623152221,0.08075325182,0.109375,0.0,0.0,1.0
10,0.6513478806,0.009155669645,0.109375,0.0,0.0,1.0
11,0.6846527519,0.01131457761,0.109375,0.0,0.0,1.0
12,0.6386294893,0.01565084569,0.109375,0.0,0.0,1.0
13,0.6312639949,0.005261852346,0.109375,0.0,0.0,1.0
14,0.642617474,0.03185426585,0.109375,0.0,0.0,1.0
15,0.6871930944,0.006710528268,0.08203125,0.0,0.0,1.0
16,0.7043263502,0.01363101936,0.109375,0.0,0.0,1.0
17,0.6226486489,0.01510323764,0.109375,0.0,0.0,1.0
18,0.54682958,0.01183074495,0.1484375,0.0,0.0,1.0
19,0.6178798775,0.0126768747,0.1484375,0.0,0.0,1.0
20,0.5510765202,0.0356867833,0.1484375,0.0,0.0,1.0
21,0.4759376546,0.001304464623,0.19921875,0.0,0.0,1.0
22,0.3872226672,0.01367301273,0.109375,0.0,0.0,1.0
23,0.4442534878,0.007270430521,0.109375,0.0,0.0,1.0
24,0.4657553813,0.04441781513,0.109375,0.0,0.0,1.0
25,0.6359189991,0.003873745191,0.1484375,0.0,0.0,1.0
26,0.5693046103,0.004093749864,0.109375,0.0,0.0,1.0
27,0.5318941561,0.002838115083,0.109375,0.0,0.0,1.0
28,0.5619804859,0.006153919376,0.1484375,0.0,0.0,1.0
29,0.4073621227,0.1116285812,0.109375,0.0,0.0,1.0
30,0.447820959,0.01496214173,0.1484375,0.0,0.0,1.0
31,0.4874405911,0.006908634164,0.1484375,0.0,0.0,1.0
32,0.4939700874,0.02207540265,0.1484375,0.0,0.0,1.0
33,0.6611875725,0.001985360072,0.80078125,0.0,0.0,1.0
34,0.6619712915,0.0211898739,0.80078125,0.0,0.0,1.0
35,0.6401458738,0.00437105493,0.80078125,0.0,0.0,1.0
36,0.6646886518,0.00918898423,0.80078125,0.0,0.0,1.0
37,0.7103260388,0.003265866154,0.80078125,0.0,0.0,1.0
38,0.6537614763,0.001880842215,0.80078125,0.0,0.0,1.0
39,0.6569956024,0.002907635088,0.80078125,0.0,0.0,1.0
40,0.4584332424,0.000619501105,0.1484375,0.0,0.0,1.0
41,0.4978535965,0.00136886448,0.109375,0.0,0.0,1.0
42,0.5283493196,0.000445071547,0.19921875,0.0,0.0,1.0
43,0.4695104942,0.002172580577,0.1484375,0.0,0.0,1.0
44,0.3936835905,0.0003120384695,0.1484375,0.0,0.0,1.0
45,0.4298012438,0.0009228194869,0.1484375,0.0,0.0,1.0
46,0.3528103446,0.007637791248,0.19921875,0.0,0.0,1.0
47,0.4034778868,0.005270905251,0.109375,0.0,0.0,1.0
48,0.4115747477,0.007378437057,0.08203125,0.0,0.0,1.0
49,0.4061305573,0.002931187018,0.1484375,0.0,0.0,1.0
50,0.4122220144,0.0132830982,0.109375,0.0,0.0,1.0
51,0.3616061032,0.003180402422,0.1484375,0.0,0.0,1.0
52,0.3698293837,0.007204148606,0.1484375,0.0,0.0,1.0
53,0.3455837329,0.01983549106,0.109375,0.0,0.0,1.0
54,0.355562151,0.007158463613,0.109375,0.0,0.0,1.0
