video_file,blink_score,movement_score,,movement_norm,,,,,,,,
v53_s-2.mp4,0.4978535965,0.00136886448,88,0.0063589317,,,,,,,,
v53_s-3.mp4,0.5283493196,0.000445071547,89,0.002055437527,,,,,,,,
v53_s-4.mp4,0.4695104942,0.002172580577,90,0.01015857667,,,,,,,,
v53_s-5.mp4,0.3936835905,0.0003120384695,91,0.001450759433,,,,,,,,
v53_s-6.mp4,0.4298012438,0.0009228194869,92,0.004307725785,,,,,,,,
v58_s-1.mp4,0.6395022184,0,93,0,,,,,,,,
v58_s-2.mp4,0.6489209269,0.0008218904714,94,0.003165426176,,,,,,,,
v58_s-3.mp4,0.5284793446,0.0008209085063,95,0.003155235269,,,,,,,,
v58_s-4.mp4,0.532199659,0.0005804937368,96,0.002241913865,,,,,,,,
v58_s-5.mp4,0.5738388151,0.002853236324,97,0.01416812276,,,,,,,,
v63_s-1.mp4,0.3528103446,0.007637791248,98,0.08535595291,,,,,,,,
v63_s-10.mp4,0.4034778868,0.005270905251,99,0.05733246426,,,,,,,,
v63_s-11.mp4,0.4115747477,0.007378437057,100,0.07542222103,,,,,,,,
v63_s-12.mp4,0.4061305573,0.002931187018,101,0.03319508488,,,,,,,,
v63_s-13.mp4,0.4122220144,0.0132830982,102,0.1376263272,,,,,,,,
v63_s-2.mp4,0.3616061032,0.003180402422,103,0.03627645047,,,,,,,,
v63_s-3.mp4,0.3698293837,0.007204148606,104,0.07326399215,,,,,,,,
v63_s-4.mp4,0.3455837329,0.01983549106,105,0.2338854052,,,,,,,,
v63_s-5.mp4,0.355562151,0.007158463613,106,0.07482412962,,,,,,,,
v63_s-6.mp4,0.3281328936,0.01367847379,107,0.1446124453,,,,,,,,
v63_s-7.mp4,0.3265020207,0.003188038493,108,0.03391724715,,,,,,,,
v63_s-8.mp4,0.3411469189,0.01034283275,109,0.1087768724,,,,,,,,
v63_s-9.mp4,0.3779628267,0.008617698617,110,0.07758238532,,,,,,,,
v84_s-1.mp4,0.6680815448,0.01280625627,111,0.1304920002,,,,,,,,
v84_s-2.mp4,0.6614203761,0.01079865453,112,0.1123372886,,,,,,,,
v84_s-3.mp4,0.6964044631,0.01452348394,113,0.1201813637,,,,,,,,
v84_s-4.mp4,0.6737871766,0.007636597371,114,0.08371484141,,,,,,,,
v16_ns-1.mp4,0.07399418488,0.004892626663,115,0.03639590523,,,,,,,,
v16_ns-10.mp4,0.07794642212,0.0355146198,116,0.2909918536,,,,,,,,
v16_ns-11.mp4,0.06172217273,0.00776537687,117,0.06502097435,,,,,,,,
v16_ns-12.mp4,0.1059781474,0.007107060734,118,0.05617169861,,,,,,,,
v16_ns-2.mp4,0.1331434656,0.007659000047,119,0.05398628941,,,,,,,,
v16_ns-3.mp4,0.1233193402,0.004036721222,120,0.04090160395,,,,,,,,
v16_ns-4.mp4,0.1525232392,0.004647498519,121,0.03344777754,,,,,,,,
v16_ns-5.mp4,0.09805702592,0.003705912194,122,0.03973219097,,,,,,,,
v16_ns-6.mp4,0.0400603272,0.001301582427,123,0.01365758669,,,,,,,,
v16_ns-7.mp4,0.04667293627,0.001801720611,124,0.01445154885,,,,,,,,
v16_ns-8.mp4,0.05293945813,0.002005793474,125,0.01445025649,,,,,,,,
v16_ns-9.mp4,0.04829988964,0.001995081842,126,0.03319175977,,,,,,,,
v18_ns-1.mp4,0.3718983312,0.01149708249,127,0.1022946469,,,,,,,,
v18_ns-2.mp4,0.399646696,0.02520965469,128,0.2491391864,,,,,,,,
v18_ns-3.mp4,0.412848077,0.06598829645,129,0.5704927438,,,,,,,,
v18_ns-4.mp4,0.4487487403,0.01605191942,130,0.1383967813,,,,,,,,
v22_ns-1.mp4,0.01121220737,0.01815566717,131,0.2408084628,,,,,,,,
v22_ns-2.mp4,0.3208854788,0.01420683885,132,0.1236975675,,,,,,,,
v22_ns-3.mp4,0.03706779414,0.02161264936,133,0.2308247666,,,,,,,,
v22_ns-4.mp4,0.03393285925,0.02612182392,134,0.2636402509,,,,,,,,
v22_ns-5.mp4,0.03446446356,0.05317860321,135,0.5698681785,,,,,,,,
v23_ns-1.mp4,0.2866369326,0.005291124106,136,0.04008023406,,,,,,,,
v23_ns-10.mp4,0.1932794111,0.0007710741976,137,0.01283728791,,,,,,,,
v23_ns-11.mp4,0.3492209215,0.001319069944,138,0.006308983365,,,,,,,,
v23_ns-12.mp4,0.2205820505,0.001815375721,139,0.01088034916,,,,,,,,
v23_ns-13.mp4,0.3144243697,0.0008105215554,140,0.004887724255,,,,,,,,
v23_ns-2.mp4,0.1579877836,0.005430798986,141,0.03799763691,,,,,,,,
v23_ns-3.mp4,0.2320348596,0.003337850239,142,0.02238297166,,,,,,,,
v23_ns-4.mp4,0.2911150686,0.002204617394,143,0.01408119223,,,,,,,,
v23_ns-5.mp4,0.2273448834,0.001267199971,144,0.01584175336,,,,,,,,
v23_ns-6.mp4,0.2476018121,0.006116478992,145,0.03351305169,,,,,,,,
v23_ns-7.mp4,0.1520861469,0.003592721277,146,0.01965612862,,,,,,,,
v23_ns-8.mp4,0.1896807532,0.002849040454,147,0.02146461791,,,,,,,,
v23_ns-9.mp4,0.2911331461,0.002823624137,148,0.01742126357,,,,,,,,
v3_ns-1.mp4,0.07058201028,0.06774088988,149,0.8227284907,,,,,,,,
v3_ns-10.mp4,0.1886170744,0.01195852914,150,0.1237176369,,,,,,,,
v3_ns-11.mp4,0.1551074195,0.002048171278,151,0.01346562326,,,,,,,,
v3_ns-2.mp4,0.1614309304,0.004224416485,152,0.06959316888,,,,,,,,
v3_ns-3.mp4,0.2130090352,0.03673480305,153,0.3836298438,,,,,,,,
v3_ns-4.mp4,0.2862391612,0.003496650188,154,0.0672328184,,,,,,,,
v3_ns-5.mp4,0.5059873549,0.01058415312,155,0.1094601846,,,,,,,,
v3_ns-6.mp4,0.4349494719,0.003901360461,156,0.04197725586,,,,,,,,
v3_ns-7.mp4,0.3440368834,0.0214101254,157,0.2291680821,,,,,,,,
v3_ns-8.mp4,0.1861310325,0.003420426719,158,0.04695986885,,,,,,,,
v3_ns-9.mp4,0.2424290068,0.004229052475,159,0.04397134837,,,,,,,,
v54_ns-1.mp4,0.2596876004,0.002613479491,160,0.01253668516,,,,,,,,
v54_ns-10.mp4,0.5032641766,0.0009378311875,161,0.03118580088,,,,,,,,
v54_ns-11.mp4,0.0634212909,0.002926253689,162,0.02881816868,,,,,,,,
v54_ns-12.mp4,0.03735850692,0.001920183911,163,0.01863263566,,,,,,,,
v54_ns-13.mp4,0.06843559968,0.003926002658,164,0.03520872449,,,,,,,,
v54_ns-14.mp4,0.03820168338,0,165,0,,,,,,,,
v54_ns-15.mp4,0.08066360791,0.001248276946,166,0.02097346685,,,,,,,,
v54_ns-16.mp4,0.0577086428,0.002444834458,167,0.009481543185,,,,,,,,
v54_ns-2.mp4,0.04463900512,0.0006008090987,168,0.006274183136,,,,,,,,
v54_ns-3.mp4,0.05795082263,0.001286432164,169,0.01339263599,,,,,,,,
v54_ns-4.mp4,0.04378085296,0.001845951762,170,0.01538309342,,,,,,,,
v54_ns-5.mp4,0.07865800993,0.002376975482,171,0.01543006739,,,,,,,,
v54_ns-6.mp4,0.03352586771,0.007105416286,172,0.04255367488,,,,,,,,
v54_ns-7.mp4,0.05432231121,0.002927594411,173,0.02517880834,,,,,,,,
v54_ns-8.mp4,0.06023253409,0.004492353486,174,0.03475654347,,,,,,,,
v54_ns-9.mp4,0.0504102801,0.005566118781,175,0.04262841004,,,,,,,,
v56_ns-1.mp4,0.02000485864,0.008803379676,176,0.05082424077,,,,,,,,
v56_ns-10.mp4,0.09408395292,0.03212063145,177,0.1810117683,,,,,,,,
v56_ns-11.mp4,0.02604429273,0.02616141141,178,0.1263731649,,,,,,,,
v56_ns-12.mp4,0.03891337658,0.005291533066,179,0.03249862134,,,,,,,,
v56_ns-13.mp4,0.09506699998,0.03576249829,180,0.2015002226,,,,,,,,
v56_ns-14.mp4,0.08704864031,0.01701119386,181,0.1009980189,,,,,,,,
v56_ns-15.mp4,0.04734427156,0.04327692915,182,0.247819937,,,,,,,,
v56_ns-16.mp4,0.02286785495,0.03250406867,183,0.1638038132,,,,,,,,
v56_ns-17.mp4,0.01530462988,0.01581695315,184,0.0854158086,,,,,,,,
v56_ns-2.mp4,0.01985004676,0.0118409317,185,0.07253558958,,,,,,,,
v56_ns-3.mp4,0.01123381452,0.00322635114,186,0.01972511437,,,,,,,,
v56_ns-4.mp4,0.01179165479,0.001514026115,187,0.006982141306,,,,,,,,
v56_ns-5.mp4,0.01349330064,0.01473718463,188,0.08768924292,,,,,,,,
v56_ns-6.mp4,0.0110357424,0.005901959284,189,0.03279617772,,,,,,,,
v56_ns-7.mp4,0.01074557044,0.004304812984,190,0.0214751832,,,,,,,,
v56_ns-8.mp4,0.01172376239,0.008118388436,191,0.04987295029,,,,,,,,
v56_ns-9.mp4,0.5241554897,0.0199158738,192,0.1235257741,,,,,,,,
v69_ns-1.mp4,0.1107729098,0.02883407558,193,0.2823184322,,,,,,,,
v69_ns-10.mp4,0.1576105304,0.009646903346,194,0.09091680155,,,,,,,,
v69_ns-11.mp4,0.05322637359,0.002423649159,195,0.027052027,,,,,,,,
v69_ns-12.mp4,0.02937924669,0.002134569891,196,0.02445666029,,,,,,,,
v69_ns-13.mp4,0.07966071252,0.005072904459,197,0.04046661526,,,,,,,,
v69_ns-14.mp4,0.1279716341,0.003388785803,198,0.03660449564,,,,,,,,
v69_ns-15.mp4,0.1500963343,0.00223502403,199,0.02307098175,,,,,,,,
v69_ns-16.mp4,0.1078256411,0.00618765251,200,0.06351928544,,,,,,,,
v69_ns-17.mp4,0.3091355183,0.005061227882,201,0.04479358203,,,,,,,,
v69_ns-18.mp4,0.4268502538,0.001590086423,202,0.02751234687,,,,,,,,
v69_ns-19.mp4,0.3325306839,0.0009937094189,203,0.01002221665,,,,,,,,
v69_ns-2.mp4,0.3716823979,0.004757254454,204,0.04473885937,,,,,,,,
v69_ns-20.mp4,0.2461694023,0.01291680891,205,0.1336058176,,,,,,,,
v69_ns-3.mp4,0.2149612212,0.002391082841,206,0.02581734026,,,,,,,,
v69_ns-4.mp4,0.2375776891,0.001794582388,207,0.02476886884,,,,,,,,
v69_ns-5.mp4,0.2827016322,0.0006478454265,208,0.01850458863,,,,,,,,
v69_ns-6.mp4,0.1427601332,0.009578690121,209,0.08598691104,,,,,,,,
v69_ns-7.mp4,0.1702797115,0.003252293997,210,0.03856737399,,,,,,,,
v69_ns-8.mp4,0.2527456343,0.02807789143,211,0.2601605679,,,,,,,,
v69_ns-9.mp4,0.1390970949,0.009495715237,212,0.07770592736,,,,,,,,
v70_ns-1.mp4,0.01621111727,0.007730852327,213,0.08153909119,,,,,,,,
v70_ns-10.mp4,0.007003711057,0.0255721231,214,0.238084055,,,,,,,,
v70_ns-11.mp4,0.009586910376,0.03872097051,215,0.5095672915,,,,,,,,
v70_ns-12.mp4,0.01303357605,0.01314525945,216,0.1491938525,,,,,,,,
v70_ns-13.mp4,0.1394934443,0.0131915567,217,0.1286753329,,,,,,,,
v70_ns-14.mp4,0.1295351646,0.002299831836,218,0.03945649399,,,,,,,,
v70_ns-2.mp4,0.03083982923,0.03325840181,219,0.4215888193,,,,,,,,
v70_ns-3.mp4,0.0159969355,0.01506368036,220,0.1781652022,,,,,,,,
v70_ns-4.mp4,0.01929227288,0.04834247923,221,0.5889011285,,,,,,,,
v70_ns-5.mp4,0.02888890076,0.01005676525,222,0.1335368442,,,,,,,,
v70_ns-6.mp4,0.0349851056,0.008707639389,223,0.0709922765,,,,,,,,
v70_ns-7.mp4,0.01895824725,0.004866935537,224,0.05777678097,,,,,,,,
v70_ns-8.mp4,0.02610627395,0.01320377143,225,0.1653317794,,,,,,,,
v70_ns-9.mp4,0.007371219977,0.02964300393,226,0.3142446725,,,,,,,,
v71_ns-1.mp4,0.04057924194,0.01609847913,227,0.1325343325,,,,,,,,
v71_ns-10.mp4,0.01838238391,0.03855736376,228,0.3030055528,,,,,,,,
v71_ns-11.mp4,0.01699725878,0.008415436681,229,0.0618044645,,,,,,,,
v71_ns-12.mp4,0.02134232715,0.018609035,230,0.1696466766,,,,,,,,
v71_ns-13.mp4,0.02081005179,0.009935539056,231,0.06345193666,,,,,,,,
v71_ns-14.mp4,0.03767598546,0.01025636851,232,0.06249429461,,,,,,,,
v71_ns-15.mp4,0.01832294389,0.02760007188,233,0.1598760108,,,,,,,,
v71_ns-16.mp4,0.02335202823,0.01152316391,234,0.07553579158,,,,,,,,
v71_ns-17.mp4,0.02899093099,0.01136874151,235,0.07882460593,,,,,,,,
v71_ns-18.mp4,0.01807935538,0.009068507951,236,0.05746459306,,,,,,,,
v71_ns-19.mp4,0.07092743429,0.04301130256,237,0.2777777442,,,,,,,,
v71_ns-2.mp4,0.05040849772,0.01570387798,238,0.09830077319,,,,,,,,
v71_ns-20.mp4,0.08133586237,0.02252491143,239,0.1653638856,,,,,,,,
v71_ns-21.mp4,0.05557703082,0.02133859348,240,0.1204431113,,,,,,,,
v71_ns-22.mp4,0.03427297378,0.01147219281,241,0.06431901069,,,,,,,,
v71_ns-23.mp4,0.1099127919,0.01048334163,242,0.07794088149,,,,,,,,
v71_ns-24.mp4,0.03733726296,0.0085433619,243,0.06292638708,,,,,,,,
v71_ns-25.mp4,0.0228495158,0.007686817248,244,0.05635243334,,,,,,,,
v71_ns-26.mp4,0.05129168235,0.006226874824,245,0.04489937826,,,,,,,,
v71_ns-27.mp4,0.08211285711,0.01029332003,246,0.06795513348,,,,,,,,
v71_ns-28.mp4,0.07053757076,0.003792001057,247,0.02737185078,,,,,,,,
v71_ns-3.mp4,0.02646952942,0.01278785892,248,0.09055076031,,,,,,,,
v71_ns-4.mp4,0.02182158833,0.02701343753,249,0.2350731188,,,,,,,,
v71_ns-5.mp4,0.02192345646,0.007390913567,250,0.05419554296,,,,,,,,
v71_ns-6.mp4,0.0293060005,0.006573621228,251,0.0511030356,,,,,,,,
v71_ns-7.mp4,0.01841413816,0.005191036274,252,0.03719097451,,,,,,,,
v71_ns-8.mp4,0.0258740728,0.01121329746,253,0.07197809943,,,,,,,,
v71_ns-9.mp4,0.02176365741,0.01966420983,254,0.1330410778,,,,,,,,
v76_ns-1.mp4,0.01068002123,0.001865123857,255,0.01284712717,,,,,,,,
v76_ns-10.mp4,0.005461664688,0.0028180506,256,0.03420792955,,,,,,,,
v76_ns-11.mp4,0.005418169502,0.002327910538,257,0.03078381203,,,,,,,,
v76_ns-12.mp4,0.01222633296,0.002735350001,258,0.06921238615,,,,,,,,
v76_ns-13.mp4,0.0229749424,0.002672811394,259,0.03015274607,,,,,,,,
v76_ns-14.mp4,0.1010586849,0.001069585622,260,0.02471022069,,,,,,,,
v76_ns-15.mp4,0.01144304928,0.002225992785,261,0.03370513555,,,,,,,,
v76_ns-16.mp4,0.01186057053,0.003940887651,262,0.05479405284,,,,,,,,
v76_ns-17.mp4,0.01846168137,0.001135680864,263,0.01866769741,,,,,,,,
v76_ns-18.mp4,0.02355717352,0.009302140417,264,0.1266817955,,,,,,,,
v76_ns-19.mp4,0.05071375111,0.02094837484,265,0.2837049493,,,,,,,,
v76_ns-2.mp4,0.01873988072,0.002729288494,266,0.03733841041,,,,,,,,
v76_ns-20.mp4,0.07185012598,0.001662634289,267,0.01801879757,,,,,,,,
v76_ns-21.mp4,0.03548814078,0.001373384499,268,0.01080447369,,,,,,,,
v76_ns-22.mp4,0.03749313689,0.007878953214,269,0.06873666796,,,,,,,,
v76_ns-23.mp4,0.03628921391,0.00275707726,270,0.02424929232,,,,,,,,
v76_ns-24.mp4,0.06593104851,0.001617993018,271,0.007903405831,,,,,,,,
v76_ns-25.mp4,0.006561691803,0.02399570143,272,0.2043639872,,,,,,,,
v76_ns-26.mp4,0.02460165177,0.03326631957,273,0.2975732888,,,,,,,,
v76_ns-27.mp4,0.1523755904,0.02284429903,274,0.2082139431,,,,,,,,
v76_ns-28.mp4,0.1799186278,0.004271996681,275,0.03988683657,,,,,,,,
v76_ns-29.mp4,0.0419702752,0.003684864568,276,0.05271174756,,,,,,,,
v76_ns-3.mp4,0.01842899933,0.000872396359,277,0.01078679533,,,,,,,,
v76_ns-30.mp4,0.03022409801,0.004891202991,278,0.05818325737,,,,,,,,
v76_ns-31.mp4,0.1799754826,0.008575634871,279,0.1184179656,,,,,,,,
v76_ns-32.mp4,0.03311665404,0.004233719744,280,0.05464147948,,,,,,,,
v76_ns-33.mp4,0.02305494182,0.002428991583,281,0.03047037367,,,,,,,,
v76_ns-34.mp4,0.01286762289,0.00372086393,282,0.05859119715,,,,,,,,
v76_ns-35.mp4,0.01050192552,0.002272973053,283,0.04219033686,,,,,,,,
v76_ns-36.mp4,0.008108240773,0.00230902859,284,0.06480541314,,,,,,,,
v76_ns-37.mp4,0.01063143856,0.003191473824,285,0.04105357871,,,,,,,,
v76_ns-38.mp4,0.01395602466,0.004049308874,286,0.05336070296,,,,,,,,
v76_ns-39.mp4,0.04243138488,0.006508130523,287,0.07928772719,,,,,,,,
v76_ns-4.mp4,0.00860059615,0.004014096443,288,0.05187151123,,,,,,,,
v76_ns-5.mp4,0.05235748367,0.002166705709,289,0.02311349955,,,,,,,,
v76_ns-6.mp4,0.04106035666,0.004628784914,290,0.05475940014,,,,,,,,
v76_ns-7.mp4,0.02129127107,0.004308480836,291,0.04943961629,,,,,,,,
v76_ns-8.mp4,0.01468249643,0.00252870888,292,0.02731148493,,,,,,,,
v76_ns-9.mp4,0.009725649496,0.006312435726,293,0.08719747175,,,,,,,,
v78_ns-1.mp4,0.01167503733,0.002650277683,294,0.01822015203,,,,,,,,
v78_ns-10.mp4,0.01043196739,0.002317805755,295,0.0179756013,,,,,,,,
v78_ns-11.mp4,0.01203321446,0.006663042526,296,0.03117899189,,,,,,,,
v78_ns-12.mp4,0.01163754159,0.03834584009,297,0.2814508815,,,,,,,,
v78_ns-13.mp4,0.0170130851,0.005838823169,298,0.03679932949,,,,,,,,
v78_ns-14.mp4,0.03947560318,0.004646815897,299,0.03411329977,,,,,,,,
v78_ns-15.mp4,0.04144348836,0.002615435263,300,0.02589088246,,,,,,,,
v78_ns-16.mp4,0.007298755984,0.00909970834,301,0.05787713711,,,,,,,,
v78_ns-17.mp4,0.02568602768,0.004137267167,302,0.03692194483,,,,,,,,
v78_ns-18.mp4,0.02762187863,0.01453053103,303,0.1289414177,,,,,,,,
v78_ns-19.mp4,0.1421265416,0.02403046502,304,0.2003203935,,,,,,,,
v78_ns-2.mp4,0.07465195039,0.004658259696,305,0.04289189993,,,,,,,,
v78_ns-3.mp4,0.01211839353,0.007383547558,306,0.05805134206,,,,,,,,
v78_ns-4.mp4,0.01570080901,0.1134270986,307,0.9722894886,,,,,,,,
v78_ns-5.mp4,0.02074938646,0.08702435572,308,0.5974487585,,,,,,,,
v78_ns-6.mp4,0.03538300383,0.01978078253,309,0.1364928962,,,,,,,,
v78_ns-7.mp4,0.03198528397,0.02070450619,310,0.1777218988,,,,,,,,
v78_ns-8.mp4,0.1303279804,0.00774110845,311,0.06856129745,,,,,,,,
v78_ns-9.mp4,0.09061438281,0.0142499297,312,0.08641085198,,,,,,,,
v80_ns-1.mp4,0.6861441096,0.003407288907,313,0.03422220092,,,,,,,,
v80_ns-10.mp4,0.1745170391,0.005140797166,314,0.07648689573,,,,,,,,
v80_ns-100.mp4,0.01529730265,0.01140146996,315,0.07339189342,,,,,,,,
v80_ns-101.mp4,0.2983625315,0.02376746459,316,0.133280939,,,,,,,,
v80_ns-102.mp4,0.3280119953,0.007958820849,317,0.05977801484,,,,,,,,
v80_ns-103.mp4,0.16410575,0.008135112198,318,0.04853847031,,,,,,,,
v80_ns-104.mp4,0.08804005751,0.01855241776,319,0.07633326265,,,,,,,,
v80_ns-105.mp4,0.06453870429,0.05701050591,320,0.4225639282,,,,,,,,
v80_ns-106.mp4,0.03953355229,0.02838191822,321,0.2034946318,,,,,,,,
v80_ns-107.mp4,0.03475391539,0.03311692203,322,0.1885202812,,,,,,,,
v80_ns-108.mp4,0.04364758887,0.0897506165,323,0.7007569437,,,,,,,,
v80_ns-109.mp4,0.0197364601,0.006850201621,324,0.1053476363,,,,,,,,
